City,State,lat_city,lon_city
Binghamton,NY,42.09868669999999,-75.91797380000001
Gansevoort,NY,43.1961848,-73.65178399999999
Hammond,IN,41.5833688,-87.5000412
Jacksonville,TX,31.963778,-95.2705042
Yuma,AZ,32.6926512,-114.6276916
Sunbury,OH,40.2425623,-82.85906729999999
Seville,OH,41.010055,-81.86236000000001
Hebron,OH,39.9617305,-82.4912676
Perrysburg,OH,41.556996,-83.627157
Oklahoma City,OK,35.4675602,-97.5164276
Choctaw,OK,35.4975625,-97.2689212
Dublin,GA,32.5404447,-82.90375399999999
Alliance,NE,42.0930235,-102.8702006
Ruther Glen,VA,37.9287494,-77.4558151
Woodburn,IN,41.1253271,-84.8532963
Rock Port,MO,40.4111122,-95.5169286
Gilbert,SC,33.9243121,-81.3937131
Orangeburg,SC,33.4918203,-80.8556476
Alamosa,CO,37.4694491,-105.8700214
Toomsuba,MS,32.4184448,-88.50698679999999
Pembina,ND,48.9663765,-97.2436761
Guymon,OK,36.6828041,-101.4815493
Laredo,TX,27.5035613,-99.5075519
Moore,MT,46.975523,-109.6968536
Heiskell,TN,36.0818558,-84.0541338
Knoxville,TN,35.9606384,-83.9207392
Van Horn,TX,31.0398558,-104.8307698
Lore City,OH,39.9847938,-81.45845229999999
Gainesville,GA,34.2978794,-83.8240663
West Point,MS,33.6076186,-88.6503254
Wanatah,IN,41.4305964,-86.898358
Peru,IL,41.3275349,-89.1289728
Maumelle,AR,34.8700046,-92.3977509
Gary,IN,41.6020403,-87.3371523
Egan,LA,30.2368713,-92.5059689
Troutdale,OR,45.5299324,-122.399317
Rock Springs,WY,41.58746439999999,-109.2029043
Prosser,WA,46.2067997,-119.7689222
Cottondale,AL,33.189202,-87.4565956
Concordia,MO,38.9833489,-93.5685464
Sidney,NE,41.1448219,-102.9774497
Lebanon,NH,43.6422934,-72.2517569
Montgomery,NY,41.5275938,-74.23681599999999
Geneva,OH,41.8050539,-80.94814889999999
Edmonton,AB,53.5460983,-113.4937266
Albany,OR,44.6365107,-123.1059282
Holladay,TN,35.8718246,-88.144109
Nanton,AB,50.3494617,-113.7749129
Canutillo,TX,31.9114925,-106.6002687
Thorofare,NJ,39.8422093,-75.19693459999999
Summit,SD,45.3044062,-97.0364661
Randolph,NY,42.162005,-78.9753174
Wichita,KS,37.68717609999999,-97.330053
Ottumwa,IA,41.01602930000001,-92.4083022
Greenup,KY,38.5731349,-82.83016769999999
Evans,CO,40.3763701,-104.6921874
Alexandria,MO,40.3594887,-91.455432
Barneveld,WI,43.0155526,-89.8954011
North Chicago,IL,42.325578,-87.8411818
Sylvania,GA,32.7504441,-81.636776
Pelham,AL,33.2856687,-86.8099885
Mc Calla,AL,33.345078,-87.0140057
Conway,AR,35.0917506,-92.4366522
Phoenix,AZ,33.4483771,-112.0740373
Quartzsite,AZ,33.6639137,-114.2299486
Blackfoot,ID,43.19047090000001,-112.3449773
Lake City,FL,30.1893883,-82.6394016
Marianna,FL,30.7743596,-85.2268735
Thomson,GA,33.4706927,-82.50457329999999
Denison,IA,42.024988,-95.3588867
Parkersburg,IA,42.5774797,-92.78686340000002
Eden,ID,42.6057451,-114.2108634
Wadsworth,IL,42.4286813,-87.9039574
Ina,IL,38.1511606,-88.9039554
Oakwood,IL,40.1161471,-87.7783592
Divernon,IL,39.5656082,-89.65731919999999
Greenfield,IN,39.785043,-85.7694226
Knightstown,IN,39.7956007,-85.5263629
Cedar Creek,TX,30.0873153,-97.501432
Shelbyville,IN,39.5214373,-85.7769238
Terre Haute,IN,39.4667034,-87.41390919999999
Valparaiso,IN,41.4730948,-87.0611412
Emporia,KS,38.403903,-96.1816626
Georgetown,KY,38.2097967,-84.55883109999999
Lebanon Junction,KY,37.8340476,-85.72934980000001
Saint Francisville,LA,30.7880721,-91.3768479
Leominster,MA,42.5250906,-71.759794
Perryville,MD,39.5601129,-76.0713385
Kalamazoo,MI,42.2917069,-85.5872286
Paw Paw,MI,42.2178171,-85.89112460000001
Austin,MN,43.6666296,-92.9746367
Pillager,MN,46.3283729,-94.47468
Bowling Green,MO,39.3419891,-91.1951437
Lamar,MO,37.49504780000001,-94.2766148
Palmyra,MO,39.7942118,-91.5232106
Sedalia,MO,38.7044609,-93.2282613
West Plains,MO,36.7281154,-91.8523711
Corinth,MS,34.9342548,-88.5222702
Greenville,MS,33.399661,-91.0377029
Red Banks,MS,34.8281516,-89.5645253
Mebane,NC,36.0968098,-79.269663
Sanford,NC,35.4798757,-79.1802994
Wilmington,NC,34.2103894,-77.8868117
Wilson,NC,35.7258286,-77.91112369999999
Grand Island,NE,40.9263957,-98.3420118
Bordentown,NJ,40.1462213,-74.71182639999999
Fairfield,NJ,40.8837406,-74.3059959
Mahwah,NJ,41.0886216,-74.1435843
Palmyra,NJ,40.0070565,-75.0282271
Milan,NM,35.1697592,-107.890892
Rolling Prairie,IN,41.67087710000001,-86.6158538
Canton,OH,40.79894729999999,-81.378447
Lima,OH,40.742551,-84.1052256
Montpelier,OH,41.5844951,-84.6055076
Billings,OK,36.5289239,-97.4439362
Clinton,OK,35.5156056,-98.9673069
Covington,IN,40.1417045,-87.3947357
Breezewood,PA,39.9991865,-78.2388071
Gettysburg,PA,39.8309293,-77.2310955
Lafayette,IN,40.4167022,-86.87528689999999
Mechanicsburg,PA,40.2132692,-77.0080309
Lugoff,SC,34.2273712,-80.6892486
Cheyenne,WY,41.1399814,-104.8202462
Chesnee,SC,35.1486476,-81.8603364
Rockmart,GA,34.0026005,-85.0416133
Florence,SC,34.1954331,-79.7625625
Inman,SC,35.0486525,-82.0908175
Lexington,SC,33.9815369,-81.2362107
Beech Island,SC,33.4273614,-81.8909472
Duncan,SC,34.9376504,-82.1395442
Greeneville,TN,36.1631574,-82.83098609999999
Chattanooga,TN,35.0457984,-85.3093995
Memphis,TN,35.1495343,-90.0489801
Amarillo,TX,35.2219971,-101.8312969
Brownfield,TX,33.1812035,-102.2743489
Dilley,TX,28.6674802,-99.1705887
Dumas,TX,35.8653789,-101.9732236
Freer,TX,27.8827965,-98.6177929
Seibert,CO,39.2991591,-102.8690977
Irving,NY,42.5673417,-79.11263339999999
Wildersville,TN,35.7814548,-88.3603243
Des Moines,IA,41.5868417,-93.6249522
Butte,MT,46.0038232,-112.5347776
Andrews,TX,32.31871580000001,-102.5457155
Jamestown,NM,35.4373459,-108.4570183
Eighty Four,PA,40.18260170000001,-80.13302639999999
Mc Graw,NY,42.5961811,-76.09325969999999
Beaumont,MS,31.1693496,-88.9200444
Marysville,WA,48.0517637,-122.1770818
Baltimore,MD,39.2903848,-76.6121893
Ripley,WV,38.8186957,-81.71068509999999
Birmingham,AL,33.5185892,-86.8103567
Bridgeport,TX,33.2101155,-97.7547552
Commerce City,CO,39.8083196,-104.9338675
Bowman,SC,33.34876990000001,-80.6828713
Las Cruces,NM,32.3199396,-106.7636538
Von Ormy,TX,29.2799247,-98.6539275
Oak Creek,WI,42.8858503,-87.8631362
Roscoe,TX,32.445952,-100.5387183
Plymouth,IN,41.3436554,-86.3097278
Chicago,IL,41.8781136,-87.6297982
Cameron,TX,30.8532454,-96.9769304
Calhoun,LA,32.512726,-92.3581632
Fultonville,NY,42.9478514,-74.3704128
Joplin,MO,37.08422710000001,-94.513281
Dunn,NC,35.3062743,-78.6089028
Sylacauga,AL,33.1731716,-86.2516406
Daingerfield,TX,33.031793,-94.7218731
Liberal,KS,37.0430812,-100.920999
Buna,TX,30.4329842,-93.9624008
Abbott,TX,31.8827464,-97.0739585
Howard City,MI,43.3955831,-85.467815
Midland,TX,31.9973456,-102.0779146
Panhandle,TX,35.3456038,-101.3804447
Perryton,TX,36.40003129999999,-100.8026505
Okeechobee,FL,27.2439349,-80.82978279999999
Hattiesburg,MS,31.3271189,-89.29033919999999
Marshall,TX,32.5448714,-94.3674184
San Angelo,TX,31.4637723,-100.4370375
Byron Center,MI,42.8122508,-85.7228061
San Antonio,TX,29.4251905,-98.4945922
Sutton,WV,38.6645443,-80.70981909999999
Walton,KY,38.87561940000001,-84.61022129999999
Kingman,AZ,35.189443,-114.0530065
Benton Harbor,MI,42.1167065,-86.45418939999999
Niles,MI,41.8297694,-86.2541768
Seagoville,TX,32.6395776,-96.5383228
Lakeville,MN,44.6496868,-93.24272
Sterling City,TX,31.8362502,-100.9848324
Stratford,TX,36.3361402,-102.0721191
Terrell,TX,32.7359626,-96.2752569
Three Rivers,TX,28.4602717,-98.1825071
Tye,TX,32.4576239,-99.8714811
Whitesboro,TX,33.6562183,-96.906948
Cedar City,UT,37.67747689999999,-113.0618931
Green River,UT,38.9955607,-110.1596352
Park City,UT,40.6460622,-111.4979729
Salina,UT,38.9577407,-111.859925
Wellington,KS,37.26530040000001,-97.3717118
Woods Cross,UT,40.8716119,-111.89216
Austinville,VA,36.8512342,-80.9120233
Bristol,VA,36.595142,-82.1887368
Dublin,VA,37.1056784,-80.6853433
Lambsburg,VA,36.5854078,-80.7611817
King George,VA,38.2664512,-77.18078419999999
Staunton,VA,38.149576,-79.0716958
Gordonsville,VA,38.1373577,-78.187781
Suffolk,VA,36.7282054,-76.5835621
Toms Brook,VA,38.9464989,-78.4391741
Wytheville,VA,36.9484528,-81.084811
Montpelier,VT,44.26005929999999,-72.5753869
Grayson,KY,38.3325812,-82.9485023
Spokane,WA,47.6579711,-117.4235319
Toledo,WA,46.4398305,-122.846783
Bloomer,WI,45.1002389,-91.4887724
Camp Douglas,WI,43.9224669,-90.2715192
Marinette,WI,45.0999849,-87.6306623
Superior,WI,46.7207737,-92.1040796
Sheboygan,WI,43.7508284,-87.71453
Bruceton Mills,WV,39.6588501,-79.6402555
Huntington,WV,38.4192496,-82.44515400000002
Ivydale,WV,38.5356548,-81.0348297
Mills,WY,42.8520151,-106.3853416
Casper,WY,42.84870900000001,-106.2980824
Douglas,WY,42.7596897,-105.3822069
Pine Bluffs,WY,41.1819261,-104.0691174
Wamsutter,WY,41.6730144,-107.9792489
Seymour,TX,33.5942608,-99.2603531
Slaton,TX,33.4373113,-101.6434915
Wickett,TX,31.5701328,-103.0009898
Logan,UT,41.7369803,-111.8338359
Richfield,UT,38.7724673,-112.0840943
Snowville,UT,41.9654754,-112.7097012
Reedsburg,WI,43.5324809,-90.0026259
Laramie,WY,41.3113669,-105.5911007
Thurmont,MD,39.6237094,-77.41082010000001
Fairmont,MN,43.65217750000001,-94.4610832
Saint Cloud,MN,45.5579451,-94.1632404
Raphine,VA,37.9373548,-79.2328102
Mount Nebo,WV,38.2001112,-80.85120789999999
Jackson,OH,39.0520169,-82.6365536
Ravenna,OH,41.1575566,-81.2420473
Lynn,AL,34.0470483,-87.54974
North Little Rock,AR,34.756104,-92.2677497
Braselton,GA,34.1092735,-83.7626729
Register,GA,32.3671237,-81.88400390000001
Naperville,IL,41.7508391,-88.1535352
Saint Louis,MO,38.6270025,-90.1994042
Millbury,OH,41.5661614,-83.424652
Cross Plains,TN,36.5486551,-86.69610709999999
Bartow,FL,27.8964147,-81.8431374
Bedford,PA,40.0186921,-78.50390689999999
Rock Hill,SC,34.9248667,-81.02507840000001
Christiana,TN,35.7100683,-86.39943699999999
Portsmouth,VA,36.8354258,-76.2982742
Prentice,WI,45.5460749,-90.2865388
Royse City,TX,32.9751204,-96.3324817
Franklin,OH,39.5589474,-84.30410739999999
Janesville,WI,42.6827885,-89.0187222
Rawlins,WY,41.7910697,-107.2386627
Penns Grove,NJ,39.7295581,-75.46797339999999
Aurora,OR,45.2309536,-122.7559267
Riverton,WY,43.024673,-108.3806054
Nashville,IL,38.3436612,-89.3806398
Erie,CO,40.0502623,-105.0499817
Mineral Wells,WV,39.1788338,-81.5116809
Hanover,KS,39.8938922,-96.8794698
Hooker,OK,36.86002610000001,-101.2134954
Lamar,CO,38.0872307,-102.6207496
Fremont,IN,41.7308834,-84.9327395
Heyburn,ID,42.5585201,-113.7639048
Wells River,VT,44.1542302,-72.0470357
Downey,ID,42.42852970000001,-112.1244073
Clarksville,TN,36.5297706,-87.3594528
Weedsport,NY,43.048677,-76.5627197
Chehalis,WA,46.6652443,-122.9698002
Tonopah,AZ,33.4934778,-112.9370802
Tallulah,LA,32.4084765,-91.1867771
Neosho,MO,36.8689554,-94.367996
Pueblo,CO,38.2705996,-104.6101033
Bainbridge,GA,30.9037995,-84.57546990000002
Moulton,AL,34.4812062,-87.29335329999999
Sparks,NV,39.5349112,-119.7526886
New Philadelphia,OH,40.4897871,-81.4456706
Lewiston,ID,46.4040971,-117.0019991
Lyman,WY,41.327451,-110.2929325
Fargo,ND,46.8771863,-96.7898034
Dandridge,TN,36.0153693,-83.4148895
Fort Hall,ID,43.0332482,-112.4383131
Rustburg,VA,37.2768113,-79.10085430000001
Albuquerque,NM,35.0843859,-106.650422
Jasper,TX,30.920823,-93.9968812
Harrisburg,PA,40.2731911,-76.8867008
Steele,ND,46.85470650000001,-99.9159381
Charlotte,NC,35.2270869,-80.8431267
Jamestown,ND,46.9105438,-98.7084357
Monroe,LA,32.5093109,-92.1193012
Kadoka,SD,43.833882,-101.5098658
Knoxville,AL,32.9923471,-87.7905674
Delta,LA,32.3257022,-90.9270496
Live Oak,FL,30.2949457,-82.98402000000002
Greencastle,PA,39.790371,-77.7277714
Cardwell,MO,36.0470133,-90.2928776
Madison Heights,VA,37.4309757,-79.1230795
Merrill,WI,45.1805223,-89.683459
Dothan,AL,31.2233594,-85.389326
Champlain,NY,44.9864273,-73.4465251
Jackson,GA,33.2945651,-83.96602089999999
Grand Junction,CO,39.0638705,-108.5506486
Calumet,OK,35.6011602,-98.1186665
Tuscumbia,AL,34.7312005,-87.70253
Tulsa,OK,36.1539816,-95.992775
Tonkawa,OK,36.6783679,-97.3100441
Jasper,AL,33.8312185,-87.2775053
Cookeville,TN,36.162839,-85.5016423
New Paris,IN,41.5033572,-85.8307059
Kent,WA,47.3830671,-122.234771
Manchester,TN,35.4817431,-86.0885993
Colman,SD,43.9824719,-96.8144973
Perham,MN,46.5953437,-95.5730088
Polk City,FL,28.1825147,-81.8239676
Oak Grove,KY,36.6650471,-87.44278779999999
Bald Knob,AR,35.3083426,-91.5707421
Pompano Beach,FL,26.2378597,-80.1247667
Summerville,SC,33.0188755,-80.17581009999999
Falfurrias,TX,27.2269872,-98.1441714
Earle,AR,35.2708512,-90.4657452
Lusk,WY,42.7624668,-104.4521747
Milton,PA,41.0120296,-76.8477412
Central Square,NY,43.2867356,-76.1460357
Greenland,NH,43.0361995,-70.8328322
Meridian,MS,32.3643098,-88.703656
Longmont,CO,40.1672068,-105.1019275
Winnsboro,SC,34.3807012,-81.0864776
Winnfield,LA,31.9254413,-92.6395931
Metter,GA,32.397118,-82.0601195
Jane Lew,WV,39.1098153,-80.4067566
Federal Way,WA,47.32240059999999,-122.3134186
Seguin,TX,29.56892479999999,-97.9645832
Remington,IN,40.7608729,-87.1508522
Georgetown,TX,30.6332618,-97.6779842
Orlando,FL,28.5383832,-81.3789269
Algona,IA,43.0699663,-94.233019
Boise,ID,43.6150186,-116.2023137
Savannah,GA,32.0808989,-81.091203
Kannapolis,NC,35.4873613,-80.6217341
Springfield,VT,43.298701,-72.48197429999999
Perry,GA,32.4582065,-83.7315723
Cartersville,GA,34.1650972,-84.7999382
Orange,TX,30.0929879,-93.7365549
Livingston,TX,30.7110216,-94.9330202
Anna,OH,40.3944932,-84.1727231
Jefferson,IA,42.0172457,-94.3774232
South Saint Paul,MN,44.8759802,-93.0275802
Sinclair,WY,41.7749592,-107.113103
Lovelock,NV,40.17935370000001,-118.4734808
Winnie,TX,29.8202205,-94.3840777
Fort Bridger,WY,41.3166168,-110.3843251
Parowan,UT,37.8421975,-112.8279996
Saint Joseph,MO,39.7674578,-94.846681
Tuscola,IL,39.7991985,-88.28310379999999
South Bend,IN,41.6763545,-86.25198979999999
Toledo,OH,41.6528052,-83.5378674
Brazil,IN,39.523652,-87.1250154
Wilmington,OH,39.4453393,-83.8285375
Snow Shoe,PA,41.0308914,-77.9494488
Alice,TX,27.7522487,-98.0697249
New Baltimore,MI,42.6811436,-82.7368616
Warren,IN,40.6828226,-85.4271952
Hogansburg,NY,44.9743028,-74.6667878
Albert Lea,MN,43.6478006,-93.3686555
Chamberlain,SD,43.810828,-99.3306556
Loretto,PA,40.5031263,-78.630296
Cochranton,PA,41.52005339999999,-80.0483929
Albany,NY,42.6525793,-73.7562317
West Helena,AR,34.550177,-90.6413226
Columbus,MT,45.6366836,-109.2494014
Newport,AR,35.6060625,-91.2641293
Emporia,VA,36.6859829,-77.5424809
Burlington,CO,39.3061082,-102.2693563
Crook,CO,40.8588799,-102.8010264
Denver,CO,39.7392358,-104.990251
Jackson,MN,43.6208604,-94.9867537
Colorado Springs,CO,38.8338816,-104.8213634
Perry,OK,36.2894855,-97.28809830000002
Greenwood,DE,38.8070578,-75.59131529999999
Deer Lodge,MT,46.3990941,-112.7383721
Bradenton,FL,27.4989278,-82.5748194
Palisades Park,NJ,40.8481556,-73.99763899999999
Fort Lauderdale,FL,26.1224386,-80.13731740000001
Lebanon,TN,36.2081098,-86.2911024
Moberly,MO,39.4183689,-92.4382367
Lake Placid,FL,27.2930999,-81.3628502
Mattawan,MI,42.2094839,-85.784453
Garland,TX,32.912624,-96.6388833
Elk City,OK,35.4119944,-99.4042592
Macclenny,FL,30.2821807,-82.12205689999999
El Dorado,AR,33.207471,-92.6655716
Baldwin,WI,44.9666323,-92.3743576
Anderson,SC,34.5034394,-82.6501332
Russellville,AR,35.278116,-93.1337007
Rocky Mount,VA,36.9976403,-79.8919774
Miami,FL,25.7616798,-80.1917902
Pryor,OK,36.3084275,-95.3169136
Enid,OK,36.3955891,-97.8783911
Atlanta,GA,33.7501275,-84.3885209
Douglas,GA,31.5088073,-82.8498654
Midway,GA,31.8053848,-81.4306953
Thomasville,GA,30.8365815,-83.9787808
Bemidji,MN,47.471573,-94.8826861
Post Falls,ID,47.7179578,-116.9515856
Port Wentworth,GA,32.149092,-81.163168
Resaca,GA,34.5804222,-84.9435359
Grand Prairie,TX,32.7459645,-96.9977846
Bunker Hill,KS,38.8758445,-98.7039655
Rising Fawn,GA,34.7600791,-85.531076
Jean,NV,35.778868,-115.3238828
Lawrenceburg,IN,39.090891,-84.8499504
Pleasant View,TN,36.3942164,-87.03666849999999
Corfu,NY,42.9600595,-78.4055767
Shreveport,LA,32.5251516,-93.7501789
Winchester,KY,37.990079,-84.17965029999999
Conley,GA,33.6418635,-84.3357992
Gap,PA,39.987325,-76.02050729999999
Colfax,IA,41.67707619999999,-93.2451249
Dickinson,ND,46.8791756,-102.7896242
Hope Hull,AL,32.2695189,-86.3567376
Dubuque,IA,42.5063629,-90.6677479
Gilman,IL,40.7667015,-87.992262
Peosta,IA,42.4457754,-90.8504129
Combes,TX,26.2486851,-97.7338816
Evansdale,IA,42.4691543,-92.281017
Richmond Hill,GA,31.9382652,-81.3034433
Bois D Arc,MO,37.2564382,-93.507696
Pulaski,GA,32.3901752,-81.9567837
New Virginia,IA,41.1803019,-93.7302884
Missouri Valley,IA,41.5563785,-95.8876697
Sikeston,MO,36.876719,-89.5878579
Moriarty,NM,34.9900503,-106.0491893
Bethany,MO,40.2683344,-94.0282861
Toledo,IA,41.9972134,-92.5835266
Underwood,IA,41.3869388,-95.676674
Delco,NC,34.3157241,-78.2247211
Rogers,MN,45.1878015,-93.5525206
Waterloo,IA,42.492786,-92.3425775
Williamsburg,IA,41.6611187,-92.0090673
Glencoe,KY,38.7145093,-84.82272549999999
Lindale,TX,32.5156971,-95.4093998
Bonners Ferry,ID,48.6913257,-116.3163092
Wenatchee,WA,47.4234599,-120.3103494
Virginia Beach,VA,36.8516437,-75.97921939999999
Cornersville,TN,35.3614649,-86.8397236
Plymouth,UT,41.8754813,-112.1441223
Bloomington,IL,40.4842027,-88.99368729999999
Metropolis,IL,37.1511655,-88.73199790000001
Mahomet,IL,40.1953106,-88.40422339999999
Fergus Falls,MN,46.2835212,-96.0777887
Greenwood,LA,32.4429323,-93.9729615
Wildwood,FL,28.8655006,-82.0379317
Lexington,VA,37.78402080000001,-79.4428157
Warrenton,VA,38.7134516,-77.7952712
Lincoln,IL,40.1483768,-89.3648183
Marshall,IL,39.3914252,-87.6936384
Mokena,IL,41.5261437,-87.8892189
Bergen,NY,43.0853387,-77.9422336
Belmont,NY,42.2231241,-78.0344506
Aledo,TX,32.6959643,-97.6022471
Accident,MD,39.628696,-79.31975899999999
Smithton,PA,40.1539613,-79.7411535
Straughn,IN,39.8089351,-85.2913559
Beach,ND,46.91806889999999,-104.0043728
West Liberty,IA,41.5700231,-91.2637695
Weatherford,TX,32.7592955,-97.7972544
Mountain Home,ID,43.1329504,-115.6911975
Trinidad,CO,37.1694632,-104.5005407
Lincoln,AL,33.6131588,-86.1183061
Beaumont,TX,30.080174,-94.1265562
Motley,MN,46.336633,-94.6461768
Three Forks,MT,45.892428,-111.5521925
Newton,KS,38.0466779,-97.3450365
Woodhull,IL,41.1789256,-90.3159582
Commerce,GA,34.203997,-83.4571057
Odessa,TX,31.8456816,-102.3676431
Nampa,ID,43.5788175,-116.55978
Greenville,IL,38.8922687,-89.41313559999999
Wauseon,OH,41.5492182,-84.14161469999999
Cloverdale,IN,39.5147682,-86.7938968
Sandusky,OH,41.4561754,-82.71168209999999
La Place,LA,30.0665907,-90.4800848
Corbin,KY,36.9486986,-84.0968761
Clanton,AL,32.8387371,-86.6294262
Rural Retreat,VA,36.8937298,-81.2759341
Wisconsin Rapids,WI,44.38357630000001,-89.8173465
Marshall,MI,42.2722641,-84.96331479999999
Wilson,WI,44.9535753,-92.1735178
Billings,MT,45.7832856,-108.5006904
Centreville,MD,39.0417785,-76.06633339999999
Linden,NJ,40.6220478,-74.24459019999999
Pevely,MO,38.2835468,-90.3906719
Mount Vernon,MO,37.1036665,-93.8185401
Winston,MO,39.8700035,-94.139947
Cameron,MO,39.7402801,-94.241057
Laurel,MS,31.6940509,-89.1306124
Taylor,MO,39.9381011,-91.5237663
Fairmont,WV,39.4850848,-80.1425781
Whitestown,IN,39.9606123,-86.3509084
Cuba,MO,38.0628225,-91.4034833
Quaker City,OH,39.9700707,-81.2992797
Belden,MS,34.3105928,-88.7882609
Franklin,KY,36.7187855,-86.5785573
Hobart,IN,41.5322592,-87.2550353
Kenly,NC,35.5960854,-78.124809
Poynette,WI,43.3902644,-89.4028963
Montpelier,ID,42.3221498,-111.2977044
Robertsdale,AL,30.5457158,-87.70840369999999
Oakley,KS,39.1270975,-100.8479688
Atalissa,IA,41.5711357,-91.1659887
Eunice,LA,30.4943669,-92.4176324
Monett,MO,36.9197522,-93.9276103
Elkton,MD,39.60677889999999,-75.83327179999999
Norton,KS,39.8338946,-99.8915113
Edgerton,WI,42.8352835,-89.0676125
Neelyville,MO,36.5617243,-90.5062226
Candler,NC,35.5360973,-82.69273629999999
Olathe,KS,38.8813958,-94.8191285
Hammond,LA,30.5043583,-90.4611995
Pratt,KS,37.6439071,-98.7375911
Kearny,NJ,40.7684342,-74.1454214
Moses Lake,WA,47.1301417,-119.2780771
Troutville,VA,37.4181897,-79.87476269999999
North Lima,OH,40.9483249,-80.6584754
Tallapoosa,GA,33.7445499,-85.2880077
Northfield,MN,44.4582983,-93.161604
Fremont,OH,41.3503303,-83.1218634
Le Mars,IA,42.79415669999999,-96.1655778
Wrens,GA,33.2076456,-82.391792
Manheim,PA,40.16342789999999,-76.3949614
Ogden,UT,41.223,-111.9738304
San Simon,AZ,32.2676022,-109.2268305
Max Meadows,VA,36.9703976,-80.9495251
Concordia,KS,39.5708354,-97.6625396
Beaver Dam,KY,37.4019918,-86.8758256
Meade,KS,37.2855796,-100.3401456
Caneyville,KY,37.4242004,-86.4886393
Idaho Falls,ID,43.4926602,-112.0407506
Glendale,KY,37.6017278,-85.90551889999999
Cocoa,FL,28.3861159,-80.7419984
Halsey,OR,44.3840122,-123.1098145
Punta Gorda,FL,26.9297836,-82.0453664
East Bernstadt,KY,37.1895318,-84.1177098
Hancock,MD,39.7000024,-78.1863789
Marston,MO,36.5189503,-89.6125789
Limon,CO,39.2638762,-103.6921737
Mount Airy,NC,36.4999641,-80.6053793
Mount Vernon,IL,38.3172714,-88.9031201
Gurdon,AR,33.9198846,-93.1527406
Columbia,MO,38.9517053,-92.3340724
Norwood,MO,37.1083858,-92.4148865
Columbus,NE,41.43029730000001,-97.3593904
Columbia,SC,34.0008322,-81.035147
Lake Charles,LA,30.2265949,-93.2173758
Paducah,KY,37.0833893,-88.6000478
North Canton,OH,40.875891,-81.4023356
Mandan,ND,46.8266603,-100.8895761
Rice,TX,32.2437586,-96.4985966
Mansfield,LA,32.0376629,-93.7001819
Yakima,WA,46.6022299,-120.5060955
Lebanon,IN,40.0484618,-86.46920779999999
Sorrento,LA,30.1843642,-90.8592632
Waddy,KY,38.1370153,-85.0743978
George West,TX,28.3325002,-98.1175054
Chicopee,MA,42.1487043,-72.6078672
Waynesville,NC,35.4887145,-82.98874769999999
